ATS,Building_C,Location_C,Name,Geographic,Latitude,Longitude,latitude,longitude
06M178,M178,M178,Professor Juan Bosch Public School,6,40.85924,-73.928301,4991601.713399999,-8229660.8225
06M187,M187,M187,P.S./I.S. 187 Hudson Cliffs,6,40.856239,-73.93684,4991160.0185,-8230611.3796999995
06M189,M189,M189,P.S. 189,6,40.853045,-73.928048,4990689.939400002,-8229632.6587000005
06M192,M192,M192,P.S. 192 Jacob H. Schiff,6,40.82051,-73.952023,4985902.869400002,-8232301.543500001
06M209,M192,M209,Hamilton Grange Middle School,6,40.82051,-73.952023,4985902.869400002,-8232301.543500001
06M210,M093,M210,P.S./I.S. 210 - Twenty-first Century Academy for C,6,40.830004,-73.944666,4987299.535999998,-8231482.566
06M211,M052,M211,Inwood Early College for Health and Information Te,6,40.865556,-73.925464,4992531.383699998,-8229345.009099999
06M223,M164,M223,The Mott Hall School,6,40.836982,-73.937263,4988326.200099997,-8230658.467800001
06M278,M502,M278,Paula Hedbavny School,6,40.860961,-73.921474,4991855.023599997,-8228900.8444
06M293,M218,M293,City College Academy of the Arts,6,40.860951,-73.930082,4991853.551700003,-8229859.0825
06M311,M176,M311,Amistad Dual Language School,6,40.866381,-73.923818,4992652.8244,-8229161.7773
06M314,M176,M314,Muscota,6,40.866381,-73.923818,4992652.8244,-8229161.7773
06M319,M090,M319,M.S. 319 - Maria Teresa,6,40.839139,-73.935815,4988643.578599997,-8230497.2772
06M322,M218,M322,Middle School 322,6,40.860951,-73.930082,4991853.551700003,-8229859.0825
06M324,M090,M324,M.S. 324 - Patria Mirabal,6,40.839139,-73.935815,4988643.578599997,-8230497.2772
06M328,M164,M328,Community Math & Science Prep,6,40.836982,-73.937263,4988326.200099997,-8230658.467800001
06M346,M814,M346,Community Health Academy of the Heights,6,40.833695,-73.942074,4987842.574600004,-8231194.025900001
06M348,M143,M348,Washington Heights Expeditionary Learning School,6,40.849311,-73.930991,4990140.4142,-8229960.272
06M366,M263,M366,Washington Heights Academy,6,40.865575,-73.921631,4992534.180500001,-8228918.3215
06M368,M153,M368,The William Lynch School,6,40.826514,-73.947599,4986786.0973000005,-8231809.0660999995
06M423,M052,M423,High School for Excellence and Innovation,6,40.865556,-73.925464,4992531.383699998,-8229345.009099999
06M462,M465,M462,The College Academy,6,40.856532,-73.92606,4991203.142099999,-8229411.355599999
06M463,M465,M463,High School for Media and Communications,6,40.856532,-73.92606,4991203.142099999,-8229411.355599999
06M467,M465,M467,High School for Law and Public Service,6,40.856532,-73.92606,4991203.142099999,-8229411.355599999
06M468,M465,M468,High School for Health Careers and Sciences,6,40.856532,-73.92606,4991203.142099999,-8229411.355599999
06M513,M128,M513,Castle Bridge School,6,40.841032,-73.938701,4988922.120999999,-8230818.5452
06M528,M528,M528,I.S. 528 Bea Fuller Rodgers School,6,40.850683,-73.934676,4990342.325099997,-8230370.484300001
06M540,M540,M540,A. Philip Randolph Campus High School,6,40.8185,-73.949929,4985607.203100003,-8232068.4405000005
06M552,M876,M552,Gregorio Luperon High School for Science and Mathe,6,40.8381,-73.9383,4988490.700099997,-8230773.906099999
07X001,X001,X001,P.S. 001 Courtlandt School,7,40.819331,-73.919634,4985729.440200001,-8228696.0165
07X005,X005,X005,P.S. 5 Port Morris,7,40.813896,-73.908358,4984929.9991,-8227440.777899999
07X018,X018,X018,P.S. 018 John Peter Zenger,7,40.816369,-73.922697,4985293.747699998,-8229036.9881
07X025,X025,X025,P.S. 025 Bilingual School,7,40.812895,-73.905751,4984782.7678999975,-8227150.568
07X029,X029,X029,P.S./M.S. 029 Melrose School,7,40.821544,-73.916419,4986054.971900001,-8228338.124299999
07X030,X030,X030,P.S. 030 Wilton,7,40.809023,-73.917417,4984213.279100001,-8228449.2212000005
07X031,X151,X031,P.S./M.S. 031 The William Lloyd Garrison,7,40.822574,-73.92114,4986206.488399997,-8228863.663699999
07X043,X043,X043,P.S. 043 Jonas Bronck,7,40.806452,-73.921593,4983835.158,-8228914.091399999
07X049,X049,X049,P.S. 049 Willis Avenue,7,40.810413,-73.92273,4984417.7146999985,-8229040.661599999
07X065,X065,X065,P.S. 065 Mother Hale Academy,7,40.807916,-73.912557,4984050.468999997,-8227908.2085
07X154,X154,X154,P.S. 154 Jonathan D. Hyatt,7,40.808194,-73.925459,4984091.355099998,-8229344.452500001
07X157,X157,X157,P.S. 157 Grove Hill,7,40.819419,-73.908965,4985742.384800002,-8227508.3489
07X161,X161,X161,P.S. 161 Juan Ponce De Leon School,7,40.814168,-73.905233,4984970.006399997,-8227092.9045
07X179,X040,X179,P.S. 179,7,40.80908,-73.919773,4984221.662299998,-8228711.4899
07X221,X149,X221,South Bronx Preparatory: A College Board School,7,40.813612,-73.920851,4984888.226999998,-8228831.4923
07X223,X149,X223,The Laboratory School of Finance and Technology: X,7,40.813612,-73.920851,4984888.226999998,-8228831.4923
07X224,X139,X224,P.S./I.S. 224,7,40.810314,-73.918774,4984403.153999999,-8228600.2817
07X259,X655,X259,"H.E.R.O. High (Health, Education, and Research Occ",7,40.810671,-73.907528,4984455.6608000025,-8227348.3827
07X277,X027,X277,P.S. 277,7,40.813385,-73.913872,4984854.8389,-8228054.593599999
07X296,X184,X296,South Bronx Academy for Applied Media,7,40.818703,-73.905389,4985637.063500002,-8227110.270400001
07X298,X184,X298,Academy of Public Relations,7,40.818703,-73.905389,4985637.063500002,-8227110.270400001
07X334,X139,X334,International Community High School,7,40.810314,-73.918774,4984403.153999999,-8228600.2817
07X343,X139,X343,Academy of Applied Mathematics and Technology,7,40.810314,-73.918774,4984403.153999999,-8228600.2817
07X359,X487,X359,"Leaders of Excellence, Advocacy and Discovery",7,40.816974,-73.912039,4985382.737999998,-8227850.545
07X369,X040,X369,Young Leaders Elementary School,7,40.80908,-73.919773,4984221.662299998,-8228711.4899
07X379,X184,X379,Jill Chaifetz Transfer High School,7,40.818703,-73.905389,4985637.063500002,-8227110.270400001
07X381,X600,X381,Bronx Haven High School,7,40.818645,-73.919949,4985628.531999998,-8228731.0821
07X427,X884,X427,Community School for Social Justice,7,40.815712,-73.92996,4985197.1096,-8229845.501599999
07X473,X470,X473,Mott Haven Village Preparatory High School,7,40.818041,-73.911633,4985539.686499998,-8227805.349300001
07X495,X470,X495,University Heights Secondary School,7,40.818041,-73.911633,4985539.686499998,-8227805.349300001
07X500,X162,X500,Hostos-Lincoln Academy of Science,7,40.814857,-73.912038,4985071.349100001,-8227850.433700001
07X522,X600,X522,Bronx Design and Construction Academy,7,40.818645,-73.919949,4985628.531999998,-8228731.0821
07X527,X790,X527,Bronx Leadership Academy II High School,7,40.821828,-73.922366,4986096.7491,-8229000.1414
07X533,X356,X533,Learning Through Play Pre-K Center,7,40.812075,-73.90557,4984662.160599999,-8227130.419199999
07X548,X790,X548,Careers in Sports High School,7,40.821828,-73.922366,4986096.7491,-8229000.1414
07X551,X183,X551,The Urban Assembly Bronx Academy of Letters,7,40.813681,-73.925995,4984898.3759,-8229404.1197999995
07X557,X655,X557,Mott Haven Community High School,7,40.810671,-73.907528,4984455.6608000025,-8227348.3827
07X584,X162,X584,I.S. 584,7,40.814857,-73.912038,4985071.349100001,-8227850.433700001
07X600,X600,X600,Alfred E. Smith Career and Technical Education Hig,7,40.818645,-73.919949,4985628.531999998,-8228731.0821
07X625,X790,X625,Bronx Legacy High School,7,40.821828,-73.922366,4986096.7491,-8229000.1414
07X642,X156,X642,South Bronx Literacy Academy,7,40.823014,-73.922527,4986271.214599997,-8229018.0638
07X670,X884,X670,Health Opportunities High School,7,40.815712,-73.92996,4985197.1096,-8229845.501599999
08X014,X014,X014,P.S. X014 Senator John Calandra,8,40.835318,-73.826277,4988081.368100002,-8218303.5627999995
08X036,X036,X036,P.S. 036 Unionport,8,40.82948,-73.849791,4987222.444899999,-8220921.1293
08X048,X048,X048,P.S. 048 Joseph R. Drake,8,40.814034,-73.886834,4984950.296899997,-8225044.737199999
08X062,X062,X062,P.S. 062 Inocensio Casanova,8,40.813736,-73.900161,4984906.465499997,-8226528.292099999
08X069,X069,X069,P.S. 069 Journey Prep School,8,40.8167,-73.86046,4985342.434900001,-8222108.797
08X071,X071,X071,P.S. 071 Rose E. Scala,8,40.845379,-73.829562,4989561.783200003,-8218669.247300001
08X072,X072,X072,P.S. 072 Dr. William Dorney,8,40.823237,-73.818172,4986304.019199997,-8217401.318299999
08X075,X075,X075,P.S. 75 School of Research and Discovery,8,40.822314,-73.888948,4986168.241300002,-8225280.0666000005
08X093,X093,X093,P.S. 093 Albert G. Oliver,8,40.822522,-73.877274,4986198.839000002,-8223980.5229
08X100,X100,X100,P.S. 100 Isaac Clason,8,40.822552,-73.86276,4986203.252099998,-8222364.831800001
08X101,X101,X101,M.S. X101 Edward R. Byrne,8,40.82708,-73.829211,4986869.363700002,-8218630.1742
08X107,X107,X107,P.S. 107,8,40.819221,-73.868735,4985713.259499997,-8223029.9657000005
08X119,X119,X119,The Dr. Emmett W. Bassett School,8,40.828474,-73.857392,4987074.443499997,-8221767.2688
08X123,X123,X123,J.H.S. 123 James M. Kieran,8,40.824989,-73.874162,4986561.7522,-8223634.0966
08X130,X130,X130,P.S. 130 Abram Stevens Hewitt,8,40.817742,-73.901709,4985495.7053999975,-8226700.614600001
08X131,X131,X131,J.H.S. 131 Albert Einstein,8,40.822925,-73.859998,4986258.122199997,-8222057.3674
08X138,X138,X138,P.S. 138 Samuel Randall,8,40.822288,-73.853157,4986164.416599996,-8221295.830700001
08X140,X140,X140,P.S. X140 The Eagle School,8,40.823318,-73.907489,4986315.934699997,-8227344.041300001
08X146,X146,X146,P.S. 146 Edward Collins,8,40.824717,-73.905734,4986521.738399997,-8227148.6756
08X152,X152,X152,P.S. 152 Evergreen,8,40.823941,-73.880479,4986407.5823,-8224337.3018
08X182,X182,X182,P.S. 182,8,40.818925,-73.856976,4985669.718900003,-8221720.959899999
08X269,X392,X269,Bronx Studio School for Writers and Artists,8,40.820388,-73.892961,4985884.923299998,-8225726.7917
08X282,X174,X282,Women's Academy of Excellence,8,40.815043,-73.85607,4985098.707400002,-8221620.1044
08X293,X405,X293,Renaissance High School for Musical Theater and th,11,40.839775,-73.839583,4988737.160899997,-8219784.7798999995
08X301,X120,X301,M.S. 301 Paul L. Dunbar,8,40.822291,-73.906739,4986164.857900001,-8227260.5517
08X302,X052,X302,M.S. 302 Luisa Dessus Cruz,8,40.816078,-73.901599,4985250.944399998,-8226688.3695
08X304,X101,X304,P.S. 304 Early Childhood School,8,40.82708,-73.829211,4986869.363700002,-8218630.1742
08X312,X450,X312,Millennium Art Academy,8,40.821218,-73.85593,4986007.0167,-8221604.5197
08X320,X405,X320,Pelham Lab High School,11,40.839775,-73.839583,4988737.160899997,-8219784.7798999995
08X333,X060,X333,The Longwood Academy of Discovery,8,40.820108,-73.898399,4985843.7355,-8226332.1471
08X337,X123,X337,The School for Inquiry and Social Justice,8,40.824989,-73.874162,4986561.7522,-8223634.0966
08X348,X405,X348,Schuylerville Preparatory High School,11,40.839775,-73.839583,4988737.160899997,-8219784.7798999995
08X349,X405,X349,Bronx River High School,11,40.839775,-73.839583,4988737.160899997,-8219784.7798999995
08X367,X174,X367,"Archimedes Academy for Math, Science and Technolog",8,40.815043,-73.85607,4985098.707400002,-8221620.1044
08X371,X192,X371,Urban Institute of Mathematics,8,40.826794,-73.818083,4986827.289099999,-8217391.4109000005
08X375,X174,X375,The Bronx Mathematics Preparatory School,8,40.815043,-73.85607,4985098.707400002,-8221620.1044
08X376,X450,X376,Antonia Pantoja Preparatory Academy: A College Boa,8,40.821218,-73.85593,4986007.0167,-8221604.5197
08X377,X450,X377,Bronx Community High School,8,40.821218,-73.85593,4986007.0167,-8221604.5197
08X392,X192,X392,Bronx Delta School,8,40.826794,-73.818083,4986827.289099999,-8217391.4109000005
08X405,X405,X405,Herbert H. Lehman High School,11,40.839775,-73.839583,4988737.160899997,-8219784.7798999995
08X424,X074,X424,Bronx Academy for Multi-Media,8,40.815827,-73.885284,4985214.024899997,-8224872.192
08X432,X450,X432,Bronx Bridges High School,8,40.821218,-73.85593,4986007.0167,-8221604.5197
08X448,X131,X448,Soundview Academy for Culture and Scholarship,8,40.822925,-73.859998,4986258.122199997,-8222057.3674
08X452,X450,X452,Gotham Collaborative High School,8,40.821218,-73.85593,4986007.0167,-8221604.5197
08X467,X192,X467,Mott Hall Community School,8,40.826794,-73.818083,4986827.289099999,-8217391.4109000005
08X530,X039,X530,Longwood Preparatory Academy,8,40.817741,-73.897876,4985495.558300003,-8226273.926999999
08X537,X972,X537,Bronx Arena High School,8,40.820486,-73.881187,4985899.339100003,-8224416.116
08X558,X405,X558,Westchester Square Academy,11,40.839775,-73.839583,4988737.160899997,-8219784.7798999995
08X561,X450,X561,Bronx Compass High School,8,40.821218,-73.85593,4986007.0167,-8221604.5197
08X562,X125,X562,Pugsley Preparatory Academy,8,40.829153,-73.857882,4987174.336800002,-8221821.815300001
08X583,X317,X583,P.S. 583,8,40.826949,-73.859622,4986850.091799997,-8222015.5112
08X636,X140,X636,Virtual Innovators Academy,8,40.823318,-73.907489,4986315.934699997,-8227344.041300001
09X004,X004,X004,P.S./M.S. 004 Crotona Park West,9,40.841758,-73.897943,4989028.949199997,-8226281.385399999
09X011,X011,X011,P.S. 011 Highbridge,9,40.839693,-73.92589,4988725.095200002,-8229392.4311999995
09X022,X022,X022,J.H.S. 022 Jordan L. Mott,9,40.832022,-73.91435,4987596.430600002,-8228107.804300001
09X028,X028,X028,P.S. 028 Mount Hope,9,40.848344,-73.903821,4989998.107799999,-8226935.7214
09X035,X035,X035,P.S. 035 Franz Siegel,9,40.828009,-73.917705,4987006.034000002,-8228481.281199999
09X042,X042,X042,P.S. 042 Claremont,9,40.838636,-73.903243,4988569.5669,-8226871.378699999
09X053,X053,X053,P.S. 053 Basheer Quisim,9,40.832648,-73.911906,4987688.5315999985,-8227835.739499999
09X055,X055,X055,P.S. 055 Benjamin Franklin,9,40.835934,-73.90497,4988172.002300002,-8227063.6274999995
09X058,X058,X058,P.S. 058,9,40.846383,-73.898826,4989709.527999997,-8226379.680500001
09X063,X063,X063,P.S. 063 Author's Academy,9,40.83093,-73.901859,4987435.770900004,-8226717.3126
09X070,X070,X070,P.S. 070 Max Schoenfeld,9,40.844236,-73.90807,4989393.586400002,-8227408.7179000005
09X073,X073,X073,P.S. 073 Bronx,9,40.832609,-73.926415,4987682.7936,-8229450.874
09X088,X088,X088,P.S. X088 - S. Silverstein Little Sparrow School,9,40.837019,-73.913523,4988331.644199997,-8228015.743100001
09X109,X109,X109,P.S. 109 Sedgwick,9,40.851661,-73.918991,4990486.2553,-8228624.438100001
09X110,X110,X110,P.S. 110 Theodore Schoenfeld,9,40.83447,-73.900654,4987956.600299999,-8226583.172599999
09X114,X114,X114,P.S. X114 - Luis Llorens Torres Schools,9,40.834979,-73.923297,4988031.4903,-8229103.7798
09X117,X117,X117,I.S. 117 Joseph H. Wade,9,40.848552,-73.909022,4990028.717500001,-8227514.6941
09X126,X126,X126,P.S. 126 Dr Marjorie H Dunbar,9,40.835866,-73.9282,4988161.997199997,-8229649.579299999
09X128,X110,X128,Mott Hall III,9,40.83447,-73.900654,4987956.600299999,-8226583.172599999
09X132,X132,X132,P.S. 132 Garret A. Morgan,9,40.832175,-73.907133,4987618.940800004,-8227304.411599999
09X163,X163,X163,P.S. 163 Arthur A. Schomburg,9,40.8517,-73.899005,4990491.994900003,-8226399.606699999
09X170,X170,X170,P.S. 170,9,40.844367,-73.913253,4989412.863399997,-8227985.686799999
09X199,X104,X199,P.S. 199X - The Shakespeare School,9,40.843453,-73.920826,4989278.366599999,-8228828.7093
09X204,X338,X204,P.S. 204 Morris Heights,9,40.849416,-73.915217,4990155.866400003,-8228204.318299999
09X215,X148,X215,Kappa,9,40.833493,-73.903951,4987812.854500003,-8226950.1929
09X218,X235,X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,9,40.835681,-73.919571,4988134.777500004,-8228689.0034
09X219,X148,X219,I.S. 219 New Venture School,9,40.833493,-73.903951,4987812.854500003,-8226950.1929
09X227,X410,X227,Bronx Collegiate Academy,9,40.839307,-73.911366,4988668.2984,-8227775.627
09X229,X229,X229,I.S. 229 Roland Patterson,9,40.8524,-73.9216,4990595.013899997,-8228914.8706
09X231,X465,X231,Eagle Academy for Young Men,9,40.845366,-73.897479,4989559.870200001,-8226229.733200001
09X232,X082,X232,I.S. 232,9,40.849416,-73.915217,4990155.866400003,-8228204.318299999
09X236,X173,X236,P.S. 236 Langston Hughes,9,40.848907,-73.909936,4990080.960199997,-8227616.440099999
09X241,X970,X241,Urban Assembly School for Applied Math and Science,9,40.839508,-73.901774,4988697.873899996,-8226707.850400001
09X250,X002,X250,Eximius College Preparatory Academy: A College Boa,9,40.833884,-73.902794,4987870.381999999,-8226821.396299999
09X252,X970,X252,Mott Hall Bronx High School,9,40.839508,-73.901774,4988697.873899996,-8226707.850400001
09X260,X002,X260,Bronx Center for Science and Mathematics,9,40.833884,-73.902794,4987870.381999999,-8226821.396299999
09X263,X970,X263,Validus Preparatory Academy,9,40.839508,-73.901774,4988697.873899996,-8226707.850400001
09X274,X229,X274,The New American Academy at Roberto Clemente State,9,40.8524,-73.9216,4990595.013899997,-8228914.8706
09X294,X064,X294,The Walton Avenue School,9,40.8404,-73.915879,4988829.125500001,-8228278.0118
09X297,X400,X297,Morris Academy for Collaborative Studies,9,40.827455,-73.90392,4986924.531800002,-8226946.742000001
09X303,X082,X303,I.S. X303 Leadership & Community Service,9,40.849416,-73.915217,4990155.866400003,-8228204.318299999
09X311,X064,X311,Lucero Elementary School,9,40.8404,-73.915879,4988829.125500001,-8228278.0118
09X313,X147,X313,I.S. 313 School of Leadership Development,9,40.840536,-73.904353,4988849.137100004,-8226994.943399999
09X323,X022,X323,Bronx Writing Academy,9,40.832022,-73.91435,4987596.430600002,-8228107.804300001
09X324,X166,X324,Bronx Early College Academy for Teaching & Learnin,9,40.828009,-73.917705,4987006.034000002,-8228481.281199999
09X327,X240,X327,Comprehensive Model School Project M.S. 327,9,40.842503,-73.916084,4989138.574299999,-8228300.8323
09X328,X145,X328,New Millennium Bronx Academy of the Arts,9,40.827438,-73.914067,4986922.0309000015,-8228076.300899999
